Participante,Modalidad,Edad,Género,Grupo,Validez,Creencia,ValidezxCreencia,Silogismo,Aceptación,Correctas,indice_creencia_norm
159,Resolución Grupal,33.0,M,9,V,I,VI,6,1,1,-0.25
159,Resolución Grupal,33.0,M,9,I,C,IC,7,1,0,-0.25
159,Resolución Grupal,33.0,M,9,I,I,II,8,1,0,-0.25
160,Resolución Grupal,29.0,F,9,V,C,VC,1,0,0,-0.25
160,Resolución Grupal,29.0,F,9,V,I,VI,2,1,1,-0.25
160,Resolución Grupal,29.0,F,9,I,C,IC,3,0,1,-0.25
160,Resolución Grupal,29.0,F,9,I,I,II,4,0,1,-0.25
160,Resolución Grupal,29.0,F,9,V,C,VC,5,1,1,-0.25
160,Resolución Grupal,29.0,F,9,V,I,VI,6,1,1,-0.25
160,Resolución Grupal,29.0,F,9,I,C,IC,7,1,0,-0.25
160,Resolución Grupal,29.0,F,9,I,I,II,8,1,0,-0.25
161,Resolución Grupal,26.0,F,9,V,C,VC,1,0,0,-0.25
161,Resolución Grupal,26.0,F,9,V,I,VI,2,1,1,-0.25
161,Resolución Grupal,26.0,F,9,I,C,IC,3,0,1,-0.25
161,Resolución Grupal,26.0,F,9,I,I,II,4,0,1,-0.25
161,Resolución Grupal,26.0,F,9,V,C,VC,5,1,1,-0.25
161,Resolución Grupal,26.0,F,9,V,I,VI,6,1,1,-0.25
161,Resolución Grupal,26.0,F,9,I,C,IC,7,1,0,-0.25
161,Resolución Grupal,26.0,F,9,I,I,II,8,1,0,-0.25
162,Resolución Grupal,26.0,F,9,V,C,VC,1,0,0,-0.25
162,Resolución Grupal,26.0,F,9,V,I,VI,2,1,1,-0.25
162,Resolución Grupal,26.0,F,9,I,C,IC,3,0,1,-0.25
162,Resolución Grupal,26.0,F,9,I,I,II,4,0,1,-0.25
162,Resolución Grupal,26.0,F,9,V,C,VC,5,1,1,-0.25
162,Resolución Grupal,26.0,F,9,V,I,VI,6,1,1,-0.25
162,Resolución Grupal,26.0,F,9,I,C,IC,7,1,0,-0.25
162,Resolución Grupal,26.0,F,9,I,I,II,8,1,0,-0.25
163,Resolución Grupal,45.0,F,10,V,C,VC,1,0,0,0.0
163,Resolución Grupal,45.0,F,10,V,I,VI,2,1,1,0.0
163,Resolución Grupal,45.0,F,10,I,C,IC,3,0,1,0.0
163,Resolución Grupal,45.0,F,10,I,I,II,4,0,1,0.0
163,Resolución Grupal,45.0,F,10,V,C,VC,5,1,1,0.0
163,Resolución Grupal,45.0,F,10,V,I,VI,6,1,1,0.0
163,Resolución Grupal,45.0,F,10,I,C,IC,7,1,0,0.0
163,Resolución Grupal,45.0,F,10,I,I,II,8,0,1,0.0
164,Resolución Grupal,27.0,M,10,V,C,VC,1,0,0,0.0
164,Resolución Grupal,27.0,M,10,V,I,VI,2,1,1,0.0
164,Resolución Grupal,27.0,M,10,I,C,IC,3,0,1,0.0
164,Resolución Grupal,27.0,M,10,I,I,II,4,0,1,0.0
164,Resolución Grupal,27.0,M,10,V,C,VC,5,1,1,0.0
164,Resolución Grupal,27.0,M,10,V,I,VI,6,1,1,0.0
164,Resolución Grupal,27.0,M,10,I,C,IC,7,1,0,0.0
164,Resolución Grupal,27.0,M,10,I,I,II,8,0,1,0.0
165,Resolución Grupal,31.0,M,10,V,C,VC,1,0,0,0.0
165,Resolución Grupal,31.0,M,10,V,I,VI,2,1,1,0.0
165,Resolución Grupal,31.0,M,10,I,C,IC,3,0,1,0.0
165,Resolución Grupal,31.0,M,10,I,I,II,4,0,1,0.0
165,Resolución Grupal,31.0,M,10,V,C,VC,5,1,1,0.0
165,Resolución Grupal,31.0,M,10,V,I,VI,6,1,1,0.0
165,Resolución Grupal,31.0,M,10,I,C,IC,7,1,0,0.0
165,Resolución Grupal,31.0,M,10,I,I,II,8,0,1,0.0
166,Resolución Grupal,24.0,M,10,V,C,VC,1,0,0,0.0
166,Resolución Grupal,24.0,M,10,V,I,VI,2,1,1,0.0
166,Resolución Grupal,24.0,M,10,I,C,IC,3,0,1,0.0
166,Resolución Grupal,24.0,M,10,I,I,II,4,0,1,0.0
166,Resolución Grupal,24.0,M,10,V,C,VC,5,1,1,0.0
166,Resolución Grupal,24.0,M,10,V,I,VI,6,1,1,0.0
166,Resolución Grupal,24.0,M,10,I,C,IC,7,1,0,0.0
166,Resolución Grupal,24.0,M,10,I,I,II,8,0,1,0.0
167,Resolución Grupal,25.0,F,11,V,C,VC,1,1,1,0.25
167,Resolución Grupal,25.0,F,11,V,I,VI,2,1,1,0.25
167,Resolución Grupal,25.0,F,11,I,C,IC,3,0,1,0.25
167,Resolución Grupal,25.0,F,11,I,I,II,4,0,1,0.25
167,Resolución Grupal,25.0,F,11,V,C,VC,5,1,1,0.25
167,Resolución Grupal,25.0,F,11,V,I,VI,6,1,1,0.25
167,Resolución Grupal,25.0,F,11,I,C,IC,7,1,0,0.25
167,Resolución Grupal,25.0,F,11,I,I,II,8,0,1,0.25
168,Resolución Grupal,27.0,M,11,V,C,VC,1,1,1,0.25
168,Resolución Grupal,27.0,M,11,V,I,VI,2,1,1,0.25
168,Resolución Grupal,27.0,M,11,I,C,IC,3,0,1,0.25
168,Resolución Grupal,27.0,M,11,I,I,II,4,0,1,0.25
168,Resolución Grupal,27.0,M,11,V,C,VC,5,1,1,0.25
168,Resolución Grupal,27.0,M,11,V,I,VI,6,1,1,0.25
168,Resolución Grupal,27.0,M,11,I,C,IC,7,1,0,0.25
168,Resolución Grupal,27.0,M,11,I,I,II,8,0,1,0.25
169,Resolución Grupal,29.0,F,11,V,C,VC,1,1,1,0.25
169,Resolución Grupal,29.0,F,11,V,I,VI,2,1,1,0.25
169,Resolución Grupal,29.0,F,11,I,C,IC,3,0,1,0.25
169,Resolución Grupal,29.0,F,11,I,I,II,4,0,1,0.25
169,Resolución Grupal,29.0,F,11,V,C,VC,5,1,1,0.25
169,Resolución Grupal,29.0,F,11,V,I,VI,6,1,1,0.25
169,Resolución Grupal,29.0,F,11,I,C,IC,7,1,0,0.25
169,Resolución Grupal,29.0,F,11,I,I,II,8,0,1,0.25
170,Resolución Grupal,31.0,F,11,V,C,VC,1,1,1,0.25
170,Resolución Grupal,31.0,F,11,V,I,VI,2,1,1,0.25
170,Resolución Grupal,31.0,F,11,I,C,IC,3,0,1,0.25
170,Resolución Grupal,31.0,F,11,I,I,II,4,0,1,0.25
170,Resolución Grupal,31.0,F,11,V,C,VC,5,1,1,0.25
170,Resolución Grupal,31.0,F,11,V,I,VI,6,1,1,0.25
170,Resolución Grupal,31.0,F,11,I,C,IC,7,1,0,0.25
170,Resolución Grupal,31.0,F,11,I,I,II,8,0,1,0.25
171,Resolución Grupal,23.0,F,12,V,C,VC,1,1,1,0.75
171,Resolución Grupal,23.0,F,12,V,I,VI,2,0,0,0.75
171,Resolución Grupal,23.0,F,12,I,C,IC,3,1,0,0.75
171,Resolución Grupal,23.0,F,12,I,I,II,4,0,1,0.75
171,Resolución Grupal,23.0,F,12,V,C,VC,5,1,1,0.75
171,Resolución Grupal,23.0,F,12,V,I,VI,6,1,1,0.75
171,Resolución Grupal,23.0,F,12,I,C,IC,7,1,0,0.75
171,Resolución Grupal,23.0,F,12,I,I,II,8,0,1,0.75
172,Resolución Grupal,41.0,F,12,V,C,VC,1,1,1,0.75
172,Resolución Grupal,41.0,F,12,V,I,VI,2,0,0,0.75
172,Resolución Grupal,41.0,F,12,I,C,IC,3,1,0,0.75
172,Resolución Grupal,41.0,F,12,I,I,II,4,0,1,0.75
172,Resolución Grupal,41.0,F,12,V,C,VC,5,1,1,0.75
172,Resolución Grupal,41.0,F,12,V,I,VI,6,1,1,0.75
172,Resolución Grupal,41.0,F,12,I,C,IC,7,1,0,0.75
172,Resolución Grupal,41.0,F,12,I,I,II,8,0,1,0.75
173,Resolución Grupal,22.0,M,12,V,C,VC,1,1,1,0.75
173,Resolución Grupal,22.0,M,12,V,I,VI,2,0,0,0.75
173,Resolución Grupal,22.0,M,12,I,C,IC,3,1,0,0.75
173,Resolución Grupal,22.0,M,12,I,I,II,4,0,1,0.75
173,Resolución Grupal,22.0,M,12,V,C,VC,5,1,1,0.75
173,Resolución Grupal,22.0,M,12,V,I,VI,6,1,1,0.75
173,Resolución Grupal,22.0,M,12,I,C,IC,7,1,0,0.75
173,Resolución Grupal,22.0,M,12,I,I,II,8,0,1,0.75
174,Resolución Grupal,23.0,M,12,V,C,VC,1,1,1,0.75
174,Resolución Grupal,23.0,M,12,V,I,VI,2,0,0,0.75
174,Resolución Grupal,23.0,M,12,I,C,IC,3,1,0,0.75
174,Resolución Grupal,23.0,M,12,I,I,II,4,0,1,0.75
174,Resolución Grupal,23.0,M,12,V,C,VC,5,1,1,0.75
174,Resolución Grupal,23.0,M,12,V,I,VI,6,1,1,0.75
174,Resolución Grupal,23.0,M,12,I,C,IC,7,1,0,0.75
174,Resolución Grupal,23.0,M,12,I,I,II,8,0,1,0.75
175,Resolución Grupal,24.0,F,12,V,C,VC,1,1,1,0.75
175,Resolución Grupal,24.0,F,12,V,I,VI,2,0,0,0.75
175,Resolución Grupal,24.0,F,12,I,C,IC,3,1,0,0.75
175,Resolución Grupal,24.0,F,12,I,I,II,4,0,1,0.75
175,Resolución Grupal,24.0,F,12,V,C,VC,5,1,1,0.75
175,Resolución Grupal,24.0,F,12,V,I,VI,6,1,1,0.75
175,Resolución Grupal,24.0,F,12,I,C,IC,7,1,0,0.75
175,Resolución Grupal,24.0,F,12,I,I,II,8,0,1,0.75
176,Resolución Grupal,22.0,F,13,V,C,VC,1,1,1,0.25
176,Resolución Grupal,22.0,F,13,V,I,VI,2,1,1,0.25
176,Resolución Grupal,22.0,F,13,I,C,IC,3,1,0,0.25
176,Resolución Grupal,22.0,F,13,I,I,II,4,0,1,0.25
176,Resolución Grupal,22.0,F,13,V,C,VC,5,1,1,0.25
176,Resolución Grupal,22.0,F,13,V,I,VI,6,1,1,0.25
176,Resolución Grupal,22.0,F,13,I,C,IC,7,0,1,0.25
176,Resolución Grupal,22.0,F,13,I,I,II,8,0,1,0.25
177,Resolución Grupal,21.0,F,13,V,C,VC,1,1,1,0.25
177,Resolución Grupal,21.0,F,13,V,I,VI,2,1,1,0.25
177,Resolución Grupal,21.0,F,13,I,C,IC,3,1,0,0.25
177,Resolución Grupal,21.0,F,13,I,I,II,4,0,1,0.25
177,Resolución Grupal,21.0,F,13,V,C,VC,5,1,1,0.25
177,Resolución Grupal,21.0,F,13,V,I,VI,6,1,1,0.25
177,Resolución Grupal,21.0,F,13,I,C,IC,7,0,1,0.25
177,Resolución Grupal,21.0,F,13,I,I,II,8,0,1,0.25
178,Resolución Grupal,21.0,F,13,V,C,VC,1,1,1,0.25
178,Resolución Grupal,21.0,F,13,V,I,VI,2,1,1,0.25
178,Resolución Grupal,21.0,F,13,I,C,IC,3,1,0,0.25
178,Resolución Grupal,21.0,F,13,I,I,II,4,0,1,0.25
178,Resolución Grupal,21.0,F,13,V,C,VC,5,1,1,0.25
178,Resolución Grupal,21.0,F,13,V,I,VI,6,1,1,0.25
178,Resolución Grupal,21.0,F,13,I,C,IC,7,0,1,0.25
178,Resolución Grupal,21.0,F,13,I,I,II,8,0,1,0.25
179,Resolución Grupal,21.0,M,13,V,C,VC,1,1,1,0.25
179,Resolución Grupal,21.0,M,13,V,I,VI,2,1,1,0.25
179,Resolución Grupal,21.0,M,13,I,C,IC,3,1,0,0.25
179,Resolución Grupal,21.0,M,13,I,I,II,4,0,1,0.25
179,Resolución Grupal,21.0,M,13,V,C,VC,5,1,1,0.25
179,Resolución Grupal,21.0,M,13,V,I,VI,6,1,1,0.25
179,Resolución Grupal,21.0,M,13,I,C,IC,7,0,1,0.25
179,Resolución Grupal,21.0,M,13,I,I,II,8,0,1,0.25
180,Resolución Grupal,21.0,F,13,V,C,VC,1,1,1,0.25
180,Resolución Grupal,21.0,F,13,V,I,VI,2,1,1,0.25
180,Resolución Grupal,21.0,F,13,I,C,IC,3,1,0,0.25
180,Resolución Grupal,21.0,F,13,I,I,II,4,0,1,0.25
180,Resolución Grupal,21.0,F,13,V,C,VC,5,1,1,0.25
180,Resolución Grupal,21.0,F,13,V,I,VI,6,1,1,0.25
180,Resolución Grupal,21.0,F,13,I,C,IC,7,0,1,0.25
180,Resolución Grupal,21.0,F,13,I,I,II,8,0,1,0.25
181,Resolución Grupal,22.0,F,14,V,C,VC,1,1,1,0.0
181,Resolución Grupal,22.0,F,14,V,I,VI,2,1,1,0.0
181,Resolución Grupal,22.0,F,14,I,C,IC,3,0,1,0.0
181,Resolución Grupal,22.0,F,14,I,I,II,4,0,1,0.0
181,Resolución Grupal,22.0,F,14,V,C,VC,5,1,1,0.0
181,Resolución Grupal,22.0,F,14,V,I,VI,6,1,1,0.0
181,Resolución Grupal,22.0,F,14,I,C,IC,7,0,1,0.0
181,Resolución Grupal,22.0,F,14,I,I,II,8,0,1,0.0
182,Resolución Grupal,24.0,F,14,V,C,VC,1,1,1,0.0
182,Resolución Grupal,24.0,F,14,V,I,VI,2,1,1,0.0
182,Resolución Grupal,24.0,F,14,I,C,IC,3,0,1,0.0
182,Resolución Grupal,24.0,F,14,I,I,II,4,0,1,0.0
182,Resolución Grupal,24.0,F,14,V,C,VC,5,1,1,0.0
182,Resolución Grupal,24.0,F,14,V,I,VI,6,1,1,0.0
182,Resolución Grupal,24.0,F,14,I,C,IC,7,0,1,0.0
182,Resolución Grupal,24.0,F,14,I,I,II,8,0,1,0.0
183,Resolución Grupal,23.0,F,14,V,C,VC,1,1,1,0.0
183,Resolución Grupal,23.0,F,14,V,I,VI,2,1,1,0.0
183,Resolución Grupal,23.0,F,14,I,C,IC,3,0,1,0.0
183,Resolución Grupal,23.0,F,14,I,I,II,4,0,1,0.0
183,Resolución Grupal,23.0,F,14,V,C,VC,5,1,1,0.0
183,Resolución Grupal,23.0,F,14,V,I,VI,6,1,1,0.0
183,Resolución Grupal,23.0,F,14,I,C,IC,7,0,1,0.0
183,Resolución Grupal,23.0,F,14,I,I,II,8,0,1,0.0
184,Resolución Grupal,23.0,F,14,V,C,VC,1,1,1,0.0
184,Resolución Grupal,23.0,F,14,V,I,VI,2,1,1,0.0
184,Resolución Grupal,23.0,F,14,I,C,IC,3,0,1,0.0
184,Resolución Grupal,23.0,F,14,I,I,II,4,0,1,0.0
184,Resolución Grupal,23.0,F,14,V,C,VC,5,1,1,0.0
184,Resolución Grupal,23.0,F,14,V,I,VI,6,1,1,0.0
184,Resolución Grupal,23.0,F,14,I,C,IC,7,0,1,0.0
184,Resolución Grupal,23.0,F,14,I,I,II,8,0,1,0.0
185,Resolución Grupal,41.0,F,15,V,C,VC,1,1,1,0.75
185,Resolución Grupal,41.0,F,15,V,I,VI,2,0,0,0.75
185,Resolución Grupal,41.0,F,15,I,C,IC,3,0,1,0.75
185,Resolución Grupal,41.0,F,15,I,I,II,4,0,1,0.75
185,Resolución Grupal,41.0,F,15,V,C,VC,5,1,1,0.75
185,Resolución Grupal,41.0,F,15,V,I,VI,6,0,0,0.75
185,Resolución Grupal,41.0,F,15,I,C,IC,7,1,0,0.75
185,Resolución Grupal,41.0,F,15,I,I,II,8,0,1,0.75
186,Resolución Grupal,39.0,M,15,V,C,VC,1,1,1,0.75
186,Resolución Grupal,39.0,M,15,V,I,VI,2,0,0,0.75
186,Resolución Grupal,39.0,M,15,I,C,IC,3,0,1,0.75
186,Resolución Grupal,39.0,M,15,I,I,II,4,0,1,0.75
186,Resolución Grupal,39.0,M,15,V,C,VC,5,1,1,0.75
186,Resolución Grupal,39.0,M,15,V,I,VI,6,0,0,0.75
186,Resolución Grupal,39.0,M,15,I,C,IC,7,1,0,0.75
186,Resolución Grupal,39.0,M,15,I,I,II,8,0,1,0.75
187,Resolución Grupal,37.0,F,15,V,C,VC,1,1,1,0.75
187,Resolución Grupal,37.0,F,15,V,I,VI,2,0,0,0.75
187,Resolución Grupal,37.0,F,15,I,C,IC,3,0,1,0.75
187,Resolución Grupal,37.0,F,15,I,I,II,4,0,1,0.75
187,Resolución Grupal,37.0,F,15,V,C,VC,5,1,1,0.75
187,Resolución Grupal,37.0,F,15,V,I,VI,6,0,0,0.75
187,Resolución Grupal,37.0,F,15,I,C,IC,7,1,0,0.75
187,Resolución Grupal,37.0,F,15,I,I,II,8,0,1,0.75
188,Resolución Grupal,22.0,F,15,V,C,VC,1,1,1,0.75
188,Resolución Grupal,22.0,F,15,V,I,VI,2,0,0,0.75
188,Resolución Grupal,22.0,F,15,I,C,IC,3,0,1,0.75
188,Resolución Grupal,22.0,F,15,I,I,II,4,0,1,0.75
188,Resolución Grupal,22.0,F,15,V,C,VC,5,1,1,0.75
188,Resolución Grupal,22.0,F,15,V,I,VI,6,0,0,0.75
188,Resolución Grupal,22.0,F,15,I,C,IC,7,1,0,0.75
188,Resolución Grupal,22.0,F,15,I,I,II,8,0,1,0.75
189,Resolución Grupal,21.0,F,15,V,C,VC,1,1,1,0.75
189,Resolución Grupal,21.0,F,15,V,I,VI,2,0,0,0.75
189,Resolución Grupal,21.0,F,15,I,C,IC,3,0,1,0.75
189,Resolución Grupal,21.0,F,15,I,I,II,4,0,1,0.75
189,Resolución Grupal,21.0,F,15,V,C,VC,5,1,1,0.75
189,Resolución Grupal,21.0,F,15,V,I,VI,6,0,0,0.75
189,Resolución Grupal,21.0,F,15,I,C,IC,7,1,0,0.75
189,Resolución Grupal,21.0,F,15,I,I,II,8,0,1,0.75
190,Resolución Grupal,24.0,F,16,V,C,VC,1,1,1,0.75
190,Resolución Grupal,24.0,F,16,V,I,VI,2,0,0,0.75
190,Resolución Grupal,24.0,F,16,I,C,IC,3,0,1,0.75
190,Resolución Grupal,24.0,F,16,I,I,II,4,0,1,0.75
190,Resolución Grupal,24.0,F,16,V,C,VC,5,1,1,0.75
190,Resolución Grupal,24.0,F,16,V,I,VI,6,0,0,0.75
190,Resolución Grupal,24.0,F,16,I,C,IC,7,1,0,0.75
190,Resolución Grupal,24.0,F,16,I,I,II,8,0,1,0.75
191,Resolución Grupal,23.0,F,16,V,C,VC,1,1,1,0.75
191,Resolución Grupal,23.0,F,16,V,I,VI,2,0,0,0.75
191,Resolución Grupal,23.0,F,16,I,C,IC,3,0,1,0.75
191,Resolución Grupal,23.0,F,16,I,I,II,4,0,1,0.75
191,Resolución Grupal,23.0,F,16,V,C,VC,5,1,1,0.75
191,Resolución Grupal,23.0,F,16,V,I,VI,6,0,0,0.75
191,Resolución Grupal,23.0,F,16,I,C,IC,7,1,0,0.75
191,Resolución Grupal,23.0,F,16,I,I,II,8,0,1,0.75
192,Resolución Grupal,26.0,F,16,V,C,VC,1,1,1,0.75
192,Resolución Grupal,26.0,F,16,V,I,VI,2,0,0,0.75
192,Resolución Grupal,26.0,F,16,I,C,IC,3,0,1,0.75
192,Resolución Grupal,26.0,F,16,I,I,II,4,0,1,0.75
192,Resolución Grupal,26.0,F,16,V,C,VC,5,1,1,0.75
192,Resolución Grupal,26.0,F,16,V,I,VI,6,0,0,0.75
192,Resolución Grupal,26.0,F,16,I,C,IC,7,1,0,0.75
192,Resolución Grupal,26.0,F,16,I,I,II,8,0,1,0.75
193,Resolución Grupal,22.0,F,16,V,C,VC,1,1,1,0.75
193,Resolución Grupal,22.0,F,16,V,I,VI,2,0,0,0.75
193,Resolución Grupal,22.0,F,16,I,C,IC,3,0,1,0.75
193,Resolución Grupal,22.0,F,16,I,I,II,4,0,1,0.75
193,Resolución Grupal,22.0,F,16,V,C,VC,5,1,1,0.75
193,Resolución Grupal,22.0,F,16,V,I,VI,6,0,0,0.75
193,Resolución Grupal,22.0,F,16,I,C,IC,7,1,0,0.75
193,Resolución Grupal,22.0,F,16,I,I,II,8,0,1,0.75
194,Resolución Grupal,21.0,F,16,V,C,VC,1,1,1,0.75
194,Resolución Grupal,21.0,F,16,V,I,VI,2,0,0,0.75
194,Resolución Grupal,21.0,F,16,I,C,IC,3,0,1,0.75
194,Resolución Grupal,21.0,F,16,I,I,II,4,0,1,0.75
194,Resolución Grupal,21.0,F,16,V,C,VC,5,1,1,0.75
194,Resolución Grupal,21.0,F,16,V,I,VI,6,0,0,0.75
194,Resolución Grupal,21.0,F,16,I,C,IC,7,1,0,0.75
194,Resolución Grupal,21.0,F,16,I,I,II,8,0,1,0.75
195,Resolución Grupal,24.0,F,17,V,C,VC,1,1,1,0.0
195,Resolución Grupal,24.0,F,17,V,I,VI,2,1,1,0.0
195,Resolución Grupal,24.0,F,17,I,C,IC,3,0,1,0.0
195,Resolución Grupal,24.0,F,17,I,I,II,4,0,1,0.0
195,Resolución Grupal,24.0,F,17,V,C,VC,5,1,1,0.0
195,Resolución Grupal,24.0,F,17,V,I,VI,6,1,1,0.0
195,Resolución Grupal,24.0,F,17,I,C,IC,7,0,1,0.0
195,Resolución Grupal,24.0,F,17,I,I,II,8,0,1,0.0
196,Resolución Grupal,21.0,F,17,V,C,VC,1,1,1,0.0
196,Resolución Grupal,21.0,F,17,V,I,VI,2,1,1,0.0
196,Resolución Grupal,21.0,F,17,I,C,IC,3,0,1,0.0
196,Resolución Grupal,21.0,F,17,I,I,II,4,0,1,0.0
196,Resolución Grupal,21.0,F,17,V,C,VC,5,1,1,0.0
196,Resolución Grupal,21.0,F,17,V,I,VI,6,1,1,0.0
196,Resolución Grupal,21.0,F,17,I,C,IC,7,0,1,0.0
196,Resolución Grupal,21.0,F,17,I,I,II,8,0,1,0.0
197,Resolución Grupal,29.0,F,17,V,C,VC,1,1,1,0.0
197,Resolución Grupal,29.0,F,17,V,I,VI,2,1,1,0.0
197,Resolución Grupal,29.0,F,17,I,C,IC,3,0,1,0.0
197,Resolución Grupal,29.0,F,17,I,I,II,4,0,1,0.0
197,Resolución Grupal,29.0,F,17,V,C,VC,5,1,1,0.0
197,Resolución Grupal,29.0,F,17,V,I,VI,6,1,1,0.0
197,Resolución Grupal,29.0,F,17,I,C,IC,7,0,1,0.0
197,Resolución Grupal,29.0,F,17,I,I,II,8,0,1,0.0
198,Resolución Grupal,22.0,M,18,V,C,VC,1,1,1,0.0
198,Resolución Grupal,22.0,M,18,V,I,VI,2,1,1,0.0
198,Resolución Grupal,22.0,M,18,I,C,IC,3,0,1,0.0
198,Resolución Grupal,22.0,M,18,I,I,II,4,0,1,0.0
198,Resolución Grupal,22.0,M,18,V,C,VC,5,1,1,0.0
198,Resolución Grupal,22.0,M,18,V,I,VI,6,1,1,0.0
198,Resolución Grupal,22.0,M,18,I,C,IC,7,0,1,0.0
198,Resolución Grupal,22.0,M,18,I,I,II,8,0,1,0.0
199,Resolución Grupal,22.0,F,18,V,C,VC,1,1,1,0.0
199,Resolución Grupal,22.0,F,18,V,I,VI,2,1,1,0.0
199,Resolución Grupal,22.0,F,18,I,C,IC,3,0,1,0.0
199,Resolución Grupal,22.0,F,18,I,I,II,4,0,1,0.0
199,Resolución Grupal,22.0,F,18,V,C,VC,5,1,1,0.0
199,Resolución Grupal,22.0,F,18,V,I,VI,6,1,1,0.0
199,Resolución Grupal,22.0,F,18,I,C,IC,7,0,1,0.0
199,Resolución Grupal,22.0,F,18,I,I,II,8,0,1,0.0
200,Resolución Grupal,28.0,M,18,V,C,VC,1,1,1,0.0
200,Resolución Grupal,28.0,M,18,V,I,VI,2,1,1,0.0
200,Resolución Grupal,28.0,M,18,I,C,IC,3,0,1,0.0
200,Resolución Grupal,28.0,M,18,I,I,II,4,0,1,0.0
200,Resolución Grupal,28.0,M,18,V,C,VC,5,1,1,0.0
200,Resolución Grupal,28.0,M,18,V,I,VI,6,1,1,0.0
200,Resolución Grupal,28.0,M,18,I,C,IC,7,0,1,0.0
200,Resolución Grupal,28.0,M,18,I,I,II,8,0,1,0.0
201,Resolución Grupal,23.0,M,18,V,C,VC,1,1,1,0.0
201,Resolución Grupal,23.0,M,18,V,I,VI,2,1,1,0.0
201,Resolución Grupal,23.0,M,18,I,C,IC,3,0,1,0.0
201,Resolución Grupal,23.0,M,18,I,I,II,4,0,1,0.0
201,Resolución Grupal,23.0,M,18,V,C,VC,5,1,1,0.0
201,Resolución Grupal,23.0,M,18,V,I,VI,6,1,1,0.0
201,Resolución Grupal,23.0,M,18,I,C,IC,7,0,1,0.0
201,Resolución Grupal,23.0,M,18,I,I,II,8,0,1,0.0
202,Resolución Grupal,21.0,F,18,V,C,VC,1,1,1,0.0
202,Resolución Grupal,21.0,F,18,V,I,VI,2,1,1,0.0
202,Resolución Grupal,21.0,F,18,I,C,IC,3,0,1,0.0
202,Resolución Grupal,21.0,F,18,I,I,II,4,0,1,0.0
202,Resolución Grupal,21.0,F,18,V,C,VC,5,1,1,0.0
202,Resolución Grupal,21.0,F,18,V,I,VI,6,1,1,0.0
202,Resolución Grupal,21.0,F,18,I,C,IC,7,0,1,0.0
202,Resolución Grupal,21.0,F,18,I,I,II,8,0,1,0.0
203,Resolución Grupal,22.0,F,19,V,C,VC,1,1,1,0.25
203,Resolución Grupal,22.0,F,19,V,I,VI,2,1,1,0.25
203,Resolución Grupal,22.0,F,19,I,C,IC,3,0,1,0.25
203,Resolución Grupal,22.0,F,19,I,I,II,4,0,1,0.25
203,Resolución Grupal,22.0,F,19,V,C,VC,5,1,1,0.25
203,Resolución Grupal,22.0,F,19,V,I,VI,6,1,1,0.25
203,Resolución Grupal,22.0,F,19,I,C,IC,7,1,0,0.25
203,Resolución Grupal,22.0,F,19,I,I,II,8,0,1,0.25
204,Resolución Grupal,28.0,F,19,V,C,VC,1,1,1,0.25
204,Resolución Grupal,28.0,F,19,V,I,VI,2,1,1,0.25
204,Resolución Grupal,28.0,F,19,I,C,IC,3,0,1,0.25
204,Resolución Grupal,28.0,F,19,I,I,II,4,0,1,0.25
204,Resolución Grupal,28.0,F,19,V,C,VC,5,1,1,0.25
204,Resolución Grupal,28.0,F,19,V,I,VI,6,1,1,0.25
204,Resolución Grupal,28.0,F,19,I,C,IC,7,1,0,0.25
204,Resolución Grupal,28.0,F,19,I,I,II,8,0,1,0.25
205,Resolución Grupal,22.0,M,19,V,C,VC,1,1,1,0.25
205,Resolución Grupal,22.0,M,19,V,I,VI,2,1,1,0.25
205,Resolución Grupal,22.0,M,19,I,C,IC,3,0,1,0.25
205,Resolución Grupal,22.0,M,19,I,I,II,4,0,1,0.25
205,Resolución Grupal,22.0,M,19,V,C,VC,5,1,1,0.25
205,Resolución Grupal,22.0,M,19,V,I,VI,6,1,1,0.25
205,Resolución Grupal,22.0,M,19,I,C,IC,7,1,0,0.25
205,Resolución Grupal,22.0,M,19,I,I,II,8,0,1,0.25
206,Resolución Grupal,30.0,M,19,V,C,VC,1,1,1,0.25
206,Resolución Grupal,30.0,M,19,V,I,VI,2,1,1,0.25
206,Resolución Grupal,30.0,M,19,I,C,IC,3,0,1,0.25
206,Resolución Grupal,30.0,M,19,I,I,II,4,0,1,0.25
206,Resolución Grupal,30.0,M,19,V,C,VC,5,1,1,0.25
206,Resolución Grupal,30.0,M,19,V,I,VI,6,1,1,0.25
206,Resolución Grupal,30.0,M,19,I,C,IC,7,1,0,0.25
206,Resolución Grupal,30.0,M,19,I,I,II,8,0,1,0.25
207,Resolución Grupal,23.0,F,19,V,C,VC,1,1,1,0.25
207,Resolución Grupal,23.0,F,19,V,I,VI,2,1,1,0.25
207,Resolución Grupal,23.0,F,19,I,C,IC,3,0,1,0.25
207,Resolución Grupal,23.0,F,19,I,I,II,4,0,1,0.25
207,Resolución Grupal,23.0,F,19,V,C,VC,5,1,1,0.25
207,Resolución Grupal,23.0,F,19,V,I,VI,6,1,1,0.25
207,Resolución Grupal,23.0,F,19,I,C,IC,7,1,0,0.25
207,Resolución Grupal,23.0,F,19,I,I,II,8,0,1,0.25
208,Resolución Grupal,22.0,M,20,V,C,VC,1,1,1,0.5
