Participante,Modalidad,Edad,Género,Grupo,Validez,Creencia,ValidezxCreencia,Silogismo,Aceptación,Correctas,indice_creencia_norm
321,Resolución Individual Pre,22.0,F,43,I,I,II,8,0,1,0.0
322,Grupal entre sujetos,18.0,F,43,V,C,VC,1,1,1,0.25
322,Grupal entre sujetos,18.0,F,43,V,I,VI,2,1,1,0.25
322,Grupal entre sujetos,18.0,F,43,I,C,IC,3,0,1,0.25
322,Grupal entre sujetos,18.0,F,43,I,I,II,4,0,1,0.25
322,Grupal entre sujetos,18.0,F,43,V,C,VC,5,1,1,0.25
322,Grupal entre sujetos,18.0,F,43,V,I,VI,6,1,1,0.25
322,Grupal entre sujetos,18.0,F,43,I,C,IC,7,1,0,0.25
322,Grupal entre sujetos,18.0,F,43,I,I,II,8,0,1,0.25
322,Resolución Individual Post,18.0,F,43,V,C,VC,1,1,1,0.25
322,Resolución Individual Post,18.0,F,43,V,I,VI,2,1,1,0.25
322,Resolución Individual Post,18.0,F,43,I,C,IC,3,0,1,0.25
322,Resolución Individual Post,18.0,F,43,I,I,II,4,0,1,0.25
322,Resolución Individual Post,18.0,F,43,V,C,VC,5,1,1,0.25
322,Resolución Individual Post,18.0,F,43,V,I,VI,6,1,1,0.25
322,Resolución Individual Post,18.0,F,43,I,C,IC,7,1,0,0.25
322,Resolución Individual Post,18.0,F,43,I,I,II,8,0,1,0.25
322,Resolución Individual Pre,18.0,F,43,V,C,VC,1,0,0,0.25
322,Resolución Individual Pre,18.0,F,43,V,I,VI,2,1,1,0.25
322,Resolución Individual Pre,18.0,F,43,I,C,IC,3,1,0,0.25
322,Resolución Individual Pre,18.0,F,43,I,I,II,4,0,1,0.25
322,Resolución Individual Pre,18.0,F,43,V,C,VC,5,1,1,0.25
322,Resolución Individual Pre,18.0,F,43,V,I,VI,6,1,1,0.25
322,Resolución Individual Pre,18.0,F,43,I,C,IC,7,1,0,0.25
322,Resolución Individual Pre,18.0,F,43,I,I,II,8,0,1,0.25
323,Grupal entre sujetos,18.0,F,44,V,C,VC,1,1,1,0.25
323,Grupal entre sujetos,18.0,F,44,V,I,VI,2,1,1,0.25
323,Grupal entre sujetos,18.0,F,44,I,C,IC,3,0,1,0.25
323,Grupal entre sujetos,18.0,F,44,I,I,II,4,0,1,0.25
323,Grupal entre sujetos,18.0,F,44,V,C,VC,5,1,1,0.25
323,Grupal entre sujetos,18.0,F,44,V,I,VI,6,1,1,0.25
323,Grupal entre sujetos,18.0,F,44,I,C,IC,7,1,0,0.25
323,Grupal entre sujetos,18.0,F,44,I,I,II,8,0,1,0.25
323,Resolución Individual Post,18.0,F,44,V,C,VC,1,1,1,0.25
323,Resolución Individual Post,18.0,F,44,V,I,VI,2,1,1,0.25
323,Resolución Individual Post,18.0,F,44,I,C,IC,3,0,1,0.25
323,Resolución Individual Post,18.0,F,44,I,I,II,4,0,1,0.25
323,Resolución Individual Post,18.0,F,44,V,C,VC,5,1,1,0.25
323,Resolución Individual Post,18.0,F,44,V,I,VI,6,1,1,0.25
323,Resolución Individual Post,18.0,F,44,I,C,IC,7,1,0,0.25
323,Resolución Individual Post,18.0,F,44,I,I,II,8,0,1,0.25
323,Resolución Individual Pre,18.0,F,44,V,C,VC,1,1,1,0.25
323,Resolución Individual Pre,18.0,F,44,V,I,VI,2,1,1,0.25
323,Resolución Individual Pre,18.0,F,44,I,C,IC,3,1,0,0.25
323,Resolución Individual Pre,18.0,F,44,I,I,II,4,0,1,0.25
323,Resolución Individual Pre,18.0,F,44,V,C,VC,5,1,1,0.25
323,Resolución Individual Pre,18.0,F,44,V,I,VI,6,1,1,0.25
323,Resolución Individual Pre,18.0,F,44,I,C,IC,7,0,1,0.25
323,Resolución Individual Pre,18.0,F,44,I,I,II,8,0,1,0.25
324,Grupal entre sujetos,18.0,F,44,V,C,VC,1,1,1,0.25
324,Grupal entre sujetos,18.0,F,44,V,I,VI,2,1,1,0.25
324,Grupal entre sujetos,18.0,F,44,I,C,IC,3,0,1,0.25
324,Grupal entre sujetos,18.0,F,44,I,I,II,4,0,1,0.25
324,Grupal entre sujetos,18.0,F,44,V,C,VC,5,1,1,0.25
324,Grupal entre sujetos,18.0,F,44,V,I,VI,6,1,1,0.25
324,Grupal entre sujetos,18.0,F,44,I,C,IC,7,1,0,0.25
324,Grupal entre sujetos,18.0,F,44,I,I,II,8,0,1,0.25
324,Resolución Individual Post,18.0,F,44,V,C,VC,1,1,1,0.25
324,Resolución Individual Post,18.0,F,44,V,I,VI,2,1,1,0.25
324,Resolución Individual Post,18.0,F,44,I,C,IC,3,0,1,0.25
324,Resolución Individual Post,18.0,F,44,I,I,II,4,0,1,0.25
324,Resolución Individual Post,18.0,F,44,V,C,VC,5,1,1,0.25
324,Resolución Individual Post,18.0,F,44,V,I,VI,6,1,1,0.25
324,Resolución Individual Post,18.0,F,44,I,C,IC,7,1,0,0.25
324,Resolución Individual Post,18.0,F,44,I,I,II,8,0,1,0.25
324,Resolución Individual Pre,18.0,F,44,V,C,VC,1,1,1,0.5
324,Resolución Individual Pre,18.0,F,44,V,I,VI,2,0,0,0.5
324,Resolución Individual Pre,18.0,F,44,I,C,IC,3,0,1,0.5
324,Resolución Individual Pre,18.0,F,44,I,I,II,4,1,0,0.5
324,Resolución Individual Pre,18.0,F,44,V,C,VC,5,1,1,0.5
324,Resolución Individual Pre,18.0,F,44,V,I,VI,6,0,0,0.5
324,Resolución Individual Pre,18.0,F,44,I,C,IC,7,1,0,0.5
324,Resolución Individual Pre,18.0,F,44,I,I,II,8,0,1,0.5
325,Grupal entre sujetos,18.0,F,44,V,C,VC,1,1,1,0.25
325,Grupal entre sujetos,18.0,F,44,V,I,VI,2,1,1,0.25
325,Grupal entre sujetos,18.0,F,44,I,C,IC,3,0,1,0.25
325,Grupal entre sujetos,18.0,F,44,I,I,II,4,0,1,0.25
325,Grupal entre sujetos,18.0,F,44,V,C,VC,5,1,1,0.25
325,Grupal entre sujetos,18.0,F,44,V,I,VI,6,1,1,0.25
325,Grupal entre sujetos,18.0,F,44,I,C,IC,7,1,0,0.25
325,Grupal entre sujetos,18.0,F,44,I,I,II,8,0,1,0.25
325,Resolución Individual Post,18.0,F,44,V,C,VC,1,1,1,0.0
325,Resolución Individual Post,18.0,F,44,V,I,VI,2,1,1,0.0
325,Resolución Individual Post,18.0,F,44,I,C,IC,3,0,1,0.0
325,Resolución Individual Post,18.0,F,44,I,I,II,4,0,1,0.0
325,Resolución Individual Post,18.0,F,44,V,C,VC,5,1,1,0.0
325,Resolución Individual Post,18.0,F,44,V,I,VI,6,1,1,0.0
325,Resolución Individual Post,18.0,F,44,I,C,IC,7,0,1,0.0
325,Resolución Individual Post,18.0,F,44,I,I,II,8,0,1,0.0
325,Resolución Individual Pre,18.0,F,44,V,C,VC,1,0,0,0.0
325,Resolución Individual Pre,18.0,F,44,V,I,VI,2,1,1,0.0
325,Resolución Individual Pre,18.0,F,44,I,C,IC,3,0,1,0.0
325,Resolución Individual Pre,18.0,F,44,I,I,II,4,0,1,0.0
325,Resolución Individual Pre,18.0,F,44,V,C,VC,5,1,1,0.0
325,Resolución Individual Pre,18.0,F,44,V,I,VI,6,1,1,0.0
325,Resolución Individual Pre,18.0,F,44,I,C,IC,7,1,0,0.0
325,Resolución Individual Pre,18.0,F,44,I,I,II,8,0,1,0.0
326,Grupal entre sujetos,19.0,F,44,V,C,VC,1,1,1,0.25
326,Grupal entre sujetos,19.0,F,44,V,I,VI,2,1,1,0.25
326,Grupal entre sujetos,19.0,F,44,I,C,IC,3,0,1,0.25
326,Grupal entre sujetos,19.0,F,44,I,I,II,4,0,1,0.25
326,Grupal entre sujetos,19.0,F,44,V,C,VC,5,1,1,0.25
326,Grupal entre sujetos,19.0,F,44,V,I,VI,6,1,1,0.25
326,Grupal entre sujetos,19.0,F,44,I,C,IC,7,1,0,0.25
326,Grupal entre sujetos,19.0,F,44,I,I,II,8,0,1,0.25
326,Resolución Individual Post,19.0,F,44,V,C,VC,1,1,1,0.25
326,Resolución Individual Post,19.0,F,44,V,I,VI,2,1,1,0.25
326,Resolución Individual Post,19.0,F,44,I,C,IC,3,0,1,0.25
326,Resolución Individual Post,19.0,F,44,I,I,II,4,0,1,0.25
326,Resolución Individual Post,19.0,F,44,V,C,VC,5,1,1,0.25
326,Resolución Individual Post,19.0,F,44,V,I,VI,6,1,1,0.25
326,Resolución Individual Post,19.0,F,44,I,C,IC,7,1,0,0.25
326,Resolución Individual Post,19.0,F,44,I,I,II,8,0,1,0.25
326,Resolución Individual Pre,19.0,F,44,V,C,VC,1,1,1,1.0
326,Resolución Individual Pre,19.0,F,44,V,I,VI,2,0,0,1.0
326,Resolución Individual Pre,19.0,F,44,I,C,IC,3,1,0,1.0
326,Resolución Individual Pre,19.0,F,44,I,I,II,4,0,1,1.0
326,Resolución Individual Pre,19.0,F,44,V,C,VC,5,1,1,1.0
326,Resolución Individual Pre,19.0,F,44,V,I,VI,6,0,0,1.0
326,Resolución Individual Pre,19.0,F,44,I,C,IC,7,1,0,1.0
326,Resolución Individual Pre,19.0,F,44,I,I,II,8,0,1,1.0
327,Grupal entre sujetos,18.0,F,44,V,C,VC,1,1,1,0.25
327,Grupal entre sujetos,18.0,F,44,V,I,VI,2,1,1,0.25
327,Grupal entre sujetos,18.0,F,44,I,C,IC,3,0,1,0.25
327,Grupal entre sujetos,18.0,F,44,I,I,II,4,0,1,0.25
327,Grupal entre sujetos,18.0,F,44,V,C,VC,5,1,1,0.25
327,Grupal entre sujetos,18.0,F,44,V,I,VI,6,1,1,0.25
327,Grupal entre sujetos,18.0,F,44,I,C,IC,7,1,0,0.25
327,Grupal entre sujetos,18.0,F,44,I,I,II,8,0,1,0.25
327,Resolución Individual Post,18.0,F,44,V,C,VC,1,1,1,-0.25
327,Resolución Individual Post,18.0,F,44,V,I,VI,2,1,1,-0.25
327,Resolución Individual Post,18.0,F,44,I,C,IC,3,0,1,-0.25
327,Resolución Individual Post,18.0,F,44,I,I,II,4,1,0,-0.25
327,Resolución Individual Post,18.0,F,44,V,C,VC,5,1,1,-0.25
327,Resolución Individual Post,18.0,F,44,V,I,VI,6,1,1,-0.25
327,Resolución Individual Post,18.0,F,44,I,C,IC,7,1,0,-0.25
327,Resolución Individual Post,18.0,F,44,I,I,II,8,1,0,-0.25
327,Resolución Individual Pre,18.0,F,44,V,C,VC,1,0,0,0.5
327,Resolución Individual Pre,18.0,F,44,V,I,VI,2,0,0,0.5
327,Resolución Individual Pre,18.0,F,44,I,C,IC,3,1,0,0.5
327,Resolución Individual Pre,18.0,F,44,I,I,II,4,0,1,0.5
327,Resolución Individual Pre,18.0,F,44,V,C,VC,5,1,1,0.5
327,Resolución Individual Pre,18.0,F,44,V,I,VI,6,0,0,0.5
327,Resolución Individual Pre,18.0,F,44,I,C,IC,7,0,1,0.5
327,Resolución Individual Pre,18.0,F,44,I,I,II,8,0,1,0.5
328,Grupal entre sujetos,18.0,F,45,V,C,VC,1,1,1,0.25
328,Grupal entre sujetos,18.0,F,45,V,I,VI,2,1,1,0.25
328,Grupal entre sujetos,18.0,F,45,I,C,IC,3,0,1,0.25
328,Grupal entre sujetos,18.0,F,45,I,I,II,4,0,1,0.25
328,Grupal entre sujetos,18.0,F,45,V,C,VC,5,1,1,0.25
328,Grupal entre sujetos,18.0,F,45,V,I,VI,6,1,1,0.25
328,Grupal entre sujetos,18.0,F,45,I,C,IC,7,1,0,0.25
328,Grupal entre sujetos,18.0,F,45,I,I,II,8,0,1,0.25
328,Resolución Individual Post,18.0,F,45,V,C,VC,1,1,1,0.25
328,Resolución Individual Post,18.0,F,45,V,I,VI,2,1,1,0.25
328,Resolución Individual Post,18.0,F,45,I,C,IC,3,0,1,0.25
328,Resolución Individual Post,18.0,F,45,I,I,II,4,0,1,0.25
328,Resolución Individual Post,18.0,F,45,V,C,VC,5,1,1,0.25
328,Resolución Individual Post,18.0,F,45,V,I,VI,6,1,1,0.25
328,Resolución Individual Post,18.0,F,45,I,C,IC,7,1,0,0.25
328,Resolución Individual Post,18.0,F,45,I,I,II,8,0,1,0.25
328,Resolución Individual Pre,18.0,F,45,V,C,VC,1,1,1,0.5
328,Resolución Individual Pre,18.0,F,45,V,I,VI,2,0,0,0.5
328,Resolución Individual Pre,18.0,F,45,I,C,IC,3,1,0,0.5
328,Resolución Individual Pre,18.0,F,45,I,I,II,4,0,1,0.5
328,Resolución Individual Pre,18.0,F,45,V,C,VC,5,1,1,0.5
328,Resolución Individual Pre,18.0,F,45,V,I,VI,6,0,0,0.5
328,Resolución Individual Pre,18.0,F,45,I,C,IC,7,0,1,0.5
328,Resolución Individual Pre,18.0,F,45,I,I,II,8,1,0,0.5
329,Grupal entre sujetos,18.0,F,45,V,C,VC,1,1,1,0.25
329,Grupal entre sujetos,18.0,F,45,V,I,VI,2,1,1,0.25
329,Grupal entre sujetos,18.0,F,45,I,C,IC,3,0,1,0.25
329,Grupal entre sujetos,18.0,F,45,I,I,II,4,0,1,0.25
329,Grupal entre sujetos,18.0,F,45,V,C,VC,5,1,1,0.25
329,Grupal entre sujetos,18.0,F,45,V,I,VI,6,1,1,0.25
329,Grupal entre sujetos,18.0,F,45,I,C,IC,7,1,0,0.25
329,Grupal entre sujetos,18.0,F,45,I,I,II,8,0,1,0.25
329,Resolución Individual Post,18.0,F,45,V,C,VC,1,1,1,0.25
329,Resolución Individual Post,18.0,F,45,V,I,VI,2,1,1,0.25
329,Resolución Individual Post,18.0,F,45,I,C,IC,3,0,1,0.25
329,Resolución Individual Post,18.0,F,45,I,I,II,4,0,1,0.25
329,Resolución Individual Post,18.0,F,45,V,C,VC,5,1,1,0.25
329,Resolución Individual Post,18.0,F,45,V,I,VI,6,1,1,0.25
329,Resolución Individual Post,18.0,F,45,I,C,IC,7,1,0,0.25
329,Resolución Individual Post,18.0,F,45,I,I,II,8,0,1,0.25
329,Resolución Individual Pre,18.0,F,45,V,C,VC,1,1,1,0.75
329,Resolución Individual Pre,18.0,F,45,V,I,VI,2,0,0,0.75
329,Resolución Individual Pre,18.0,F,45,I,C,IC,3,0,1,0.75
329,Resolución Individual Pre,18.0,F,45,I,I,II,4,0,1,0.75
329,Resolución Individual Pre,18.0,F,45,V,C,VC,5,1,1,0.75
329,Resolución Individual Pre,18.0,F,45,V,I,VI,6,0,0,0.75
329,Resolución Individual Pre,18.0,F,45,I,C,IC,7,1,0,0.75
329,Resolución Individual Pre,18.0,F,45,I,I,II,8,0,1,0.75
330,Grupal entre sujetos,18.0,F,45,V,C,VC,1,1,1,0.25
330,Grupal entre sujetos,18.0,F,45,V,I,VI,2,1,1,0.25
330,Grupal entre sujetos,18.0,F,45,I,C,IC,3,0,1,0.25
330,Grupal entre sujetos,18.0,F,45,I,I,II,4,0,1,0.25
330,Grupal entre sujetos,18.0,F,45,V,C,VC,5,1,1,0.25
330,Grupal entre sujetos,18.0,F,45,V,I,VI,6,1,1,0.25
330,Grupal entre sujetos,18.0,F,45,I,C,IC,7,1,0,0.25
330,Grupal entre sujetos,18.0,F,45,I,I,II,8,0,1,0.25
330,Resolución Individual Post,18.0,F,45,V,C,VC,1,1,1,0.25
330,Resolución Individual Post,18.0,F,45,V,I,VI,2,1,1,0.25
330,Resolución Individual Post,18.0,F,45,I,C,IC,3,0,1,0.25
330,Resolución Individual Post,18.0,F,45,I,I,II,4,0,1,0.25
330,Resolución Individual Post,18.0,F,45,V,C,VC,5,1,1,0.25
330,Resolución Individual Post,18.0,F,45,V,I,VI,6,1,1,0.25
330,Resolución Individual Post,18.0,F,45,I,C,IC,7,1,0,0.25
330,Resolución Individual Post,18.0,F,45,I,I,II,8,0,1,0.25
330,Resolución Individual Pre,18.0,F,45,V,C,VC,1,1,1,0.75
330,Resolución Individual Pre,18.0,F,45,V,I,VI,2,0,0,0.75
330,Resolución Individual Pre,18.0,F,45,I,C,IC,3,0,1,0.75
330,Resolución Individual Pre,18.0,F,45,I,I,II,4,0,1,0.75
330,Resolución Individual Pre,18.0,F,45,V,C,VC,5,1,1,0.75
330,Resolución Individual Pre,18.0,F,45,V,I,VI,6,0,0,0.75
330,Resolución Individual Pre,18.0,F,45,I,C,IC,7,1,0,0.75
330,Resolución Individual Pre,18.0,F,45,I,I,II,8,0,1,0.75
331,Grupal entre sujetos,18.0,F,45,V,C,VC,1,1,1,0.25
331,Grupal entre sujetos,18.0,F,45,V,I,VI,2,1,1,0.25
331,Grupal entre sujetos,18.0,F,45,I,C,IC,3,0,1,0.25
331,Grupal entre sujetos,18.0,F,45,I,I,II,4,0,1,0.25
331,Grupal entre sujetos,18.0,F,45,V,C,VC,5,1,1,0.25
331,Grupal entre sujetos,18.0,F,45,V,I,VI,6,1,1,0.25
331,Grupal entre sujetos,18.0,F,45,I,C,IC,7,1,0,0.25
331,Grupal entre sujetos,18.0,F,45,I,I,II,8,0,1,0.25
331,Resolución Individual Post,18.0,F,45,V,C,VC,1,1,1,0.25
331,Resolución Individual Post,18.0,F,45,V,I,VI,2,1,1,0.25
331,Resolución Individual Post,18.0,F,45,I,C,IC,3,0,1,0.25
331,Resolución Individual Post,18.0,F,45,I,I,II,4,0,1,0.25
331,Resolución Individual Post,18.0,F,45,V,C,VC,5,1,1,0.25
331,Resolución Individual Post,18.0,F,45,V,I,VI,6,1,1,0.25
331,Resolución Individual Post,18.0,F,45,I,C,IC,7,1,0,0.25
331,Resolución Individual Post,18.0,F,45,I,I,II,8,0,1,0.25
331,Resolución Individual Pre,18.0,F,45,V,C,VC,1,1,1,0.5
331,Resolución Individual Pre,18.0,F,45,V,I,VI,2,0,0,0.5
331,Resolución Individual Pre,18.0,F,45,I,C,IC,3,1,0,0.5
331,Resolución Individual Pre,18.0,F,45,I,I,II,4,0,1,0.5
331,Resolución Individual Pre,18.0,F,45,V,C,VC,5,1,1,0.5
331,Resolución Individual Pre,18.0,F,45,V,I,VI,6,1,1,0.5
331,Resolución Individual Pre,18.0,F,45,I,C,IC,7,0,1,0.5
331,Resolución Individual Pre,18.0,F,45,I,I,II,8,0,1,0.5
332,Grupal entre sujetos,19.0,F,45,V,C,VC,1,1,1,0.25
332,Grupal entre sujetos,19.0,F,45,V,I,VI,2,1,1,0.25
332,Grupal entre sujetos,19.0,F,45,I,C,IC,3,0,1,0.25
332,Grupal entre sujetos,19.0,F,45,I,I,II,4,0,1,0.25
332,Grupal entre sujetos,19.0,F,45,V,C,VC,5,1,1,0.25
332,Grupal entre sujetos,19.0,F,45,V,I,VI,6,1,1,0.25
332,Grupal entre sujetos,19.0,F,45,I,C,IC,7,1,0,0.25
332,Grupal entre sujetos,19.0,F,45,I,I,II,8,0,1,0.25
332,Resolución Individual Post,19.0,F,45,V,C,VC,1,1,1,0.25
332,Resolución Individual Post,19.0,F,45,V,I,VI,2,1,1,0.25
332,Resolución Individual Post,19.0,F,45,I,C,IC,3,0,1,0.25
332,Resolución Individual Post,19.0,F,45,I,I,II,4,0,1,0.25
332,Resolución Individual Post,19.0,F,45,V,C,VC,5,1,1,0.25
332,Resolución Individual Post,19.0,F,45,V,I,VI,6,1,1,0.25
332,Resolución Individual Post,19.0,F,45,I,C,IC,7,1,0,0.25
332,Resolución Individual Post,19.0,F,45,I,I,II,8,0,1,0.25
332,Resolución Individual Pre,19.0,F,45,V,C,VC,1,1,1,0.25
332,Resolución Individual Pre,19.0,F,45,V,I,VI,2,1,1,0.25
332,Resolución Individual Pre,19.0,F,45,I,C,IC,3,0,1,0.25
332,Resolución Individual Pre,19.0,F,45,I,I,II,4,0,1,0.25
332,Resolución Individual Pre,19.0,F,45,V,C,VC,5,1,1,0.25
332,Resolución Individual Pre,19.0,F,45,V,I,VI,6,1,1,0.25
332,Resolución Individual Pre,19.0,F,45,I,C,IC,7,1,0,0.25
332,Resolución Individual Pre,19.0,F,45,I,I,II,8,0,1,0.25
333,Grupal entre sujetos,18.0,F,46,V,C,VC,1,1,1,0.25
333,Grupal entre sujetos,18.0,F,46,V,I,VI,2,1,1,0.25
333,Grupal entre sujetos,18.0,F,46,I,C,IC,3,0,1,0.25
333,Grupal entre sujetos,18.0,F,46,I,I,II,4,0,1,0.25
333,Grupal entre sujetos,18.0,F,46,V,C,VC,5,1,1,0.25
333,Grupal entre sujetos,18.0,F,46,V,I,VI,6,1,1,0.25
333,Grupal entre sujetos,18.0,F,46,I,C,IC,7,1,0,0.25
333,Grupal entre sujetos,18.0,F,46,I,I,II,8,0,1,0.25
333,Resolución Individual Post,18.0,F,46,V,C,VC,1,1,1,0.25
333,Resolución Individual Post,18.0,F,46,V,I,VI,2,1,1,0.25
333,Resolución Individual Post,18.0,F,46,I,C,IC,3,0,1,0.25
333,Resolución Individual Post,18.0,F,46,I,I,II,4,0,1,0.25
333,Resolución Individual Post,18.0,F,46,V,C,VC,5,1,1,0.25
333,Resolución Individual Post,18.0,F,46,V,I,VI,6,1,1,0.25
333,Resolución Individual Post,18.0,F,46,I,C,IC,7,1,0,0.25
333,Resolución Individual Post,18.0,F,46,I,I,II,8,0,1,0.25
333,Resolución Individual Pre,18.0,F,46,V,C,VC,1,1,1,0.5
333,Resolución Individual Pre,18.0,F,46,V,I,VI,2,1,1,0.5
333,Resolución Individual Pre,18.0,F,46,I,C,IC,3,1,0,0.5
333,Resolución Individual Pre,18.0,F,46,I,I,II,4,1,0,0.5
333,Resolución Individual Pre,18.0,F,46,V,C,VC,5,1,1,0.5
333,Resolución Individual Pre,18.0,F,46,V,I,VI,6,0,0,0.5
333,Resolución Individual Pre,18.0,F,46,I,C,IC,7,1,0,0.5
333,Resolución Individual Pre,18.0,F,46,I,I,II,8,0,1,0.5
334,Grupal entre sujetos,19.0,M,46,V,C,VC,1,1,1,0.25
334,Grupal entre sujetos,19.0,M,46,V,I,VI,2,1,1,0.25
334,Grupal entre sujetos,19.0,M,46,I,C,IC,3,0,1,0.25
334,Grupal entre sujetos,19.0,M,46,I,I,II,4,0,1,0.25
334,Grupal entre sujetos,19.0,M,46,V,C,VC,5,1,1,0.25
334,Grupal entre sujetos,19.0,M,46,V,I,VI,6,1,1,0.25
334,Grupal entre sujetos,19.0,M,46,I,C,IC,7,1,0,0.25
334,Grupal entre sujetos,19.0,M,46,I,I,II,8,0,1,0.25
334,Resolución Individual Post,19.0,M,46,V,C,VC,1,1,1,0.25
334,Resolución Individual Post,19.0,M,46,V,I,VI,2,1,1,0.25
334,Resolución Individual Post,19.0,M,46,I,C,IC,3,0,1,0.25
334,Resolución Individual Post,19.0,M,46,I,I,II,4,0,1,0.25
334,Resolución Individual Post,19.0,M,46,V,C,VC,5,1,1,0.25
334,Resolución Individual Post,19.0,M,46,V,I,VI,6,1,1,0.25
334,Resolución Individual Post,19.0,M,46,I,C,IC,7,1,0,0.25
334,Resolución Individual Post,19.0,M,46,I,I,II,8,0,1,0.25
334,Resolución Individual Pre,19.0,M,46,V,C,VC,1,1,1,0.25
334,Resolución Individual Pre,19.0,M,46,V,I,VI,2,1,1,0.25
334,Resolución Individual Pre,19.0,M,46,I,C,IC,3,0,1,0.25
334,Resolución Individual Pre,19.0,M,46,I,I,II,4,0,1,0.25
334,Resolución Individual Pre,19.0,M,46,V,C,VC,5,1,1,0.25
334,Resolución Individual Pre,19.0,M,46,V,I,VI,6,1,1,0.25
334,Resolución Individual Pre,19.0,M,46,I,C,IC,7,1,0,0.25
334,Resolución Individual Pre,19.0,M,46,I,I,II,8,0,1,0.25
335,Grupal entre sujetos,18.0,F,46,V,C,VC,1,1,1,0.25
335,Grupal entre sujetos,18.0,F,46,V,I,VI,2,1,1,0.25
335,Grupal entre sujetos,18.0,F,46,I,C,IC,3,0,1,0.25
335,Grupal entre sujetos,18.0,F,46,I,I,II,4,0,1,0.25
335,Grupal entre sujetos,18.0,F,46,V,C,VC,5,1,1,0.25
335,Grupal entre sujetos,18.0,F,46,V,I,VI,6,1,1,0.25
335,Grupal entre sujetos,18.0,F,46,I,C,IC,7,1,0,0.25
335,Grupal entre sujetos,18.0,F,46,I,I,II,8,0,1,0.25
335,Resolución Individual Post,18.0,F,46,V,C,VC,1,1,1,0.5
335,Resolución Individual Post,18.0,F,46,V,I,VI,2,0,0,0.5
335,Resolución Individual Post,18.0,F,46,I,C,IC,3,0,1,0.5
335,Resolución Individual Post,18.0,F,46,I,I,II,4,0,1,0.5
335,Resolución Individual Post,18.0,F,46,V,C,VC,5,1,1,0.5
335,Resolución Individual Post,18.0,F,46,V,I,VI,6,1,1,0.5
335,Resolución Individual Post,18.0,F,46,I,C,IC,7,1,0,0.5
335,Resolución Individual Post,18.0,F,46,I,I,II,8,0,1,0.5
335,Resolución Individual Pre,18.0,F,46,V,C,VC,1,0,0,0.5
335,Resolución Individual Pre,18.0,F,46,V,I,VI,2,0,0,0.5
335,Resolución Individual Pre,18.0,F,46,I,C,IC,3,1,0,0.5
335,Resolución Individual Pre,18.0,F,46,I,I,II,4,0,1,0.5
335,Resolución Individual Pre,18.0,F,46,V,C,VC,5,1,1,0.5
335,Resolución Individual Pre,18.0,F,46,V,I,VI,6,1,1,0.5
335,Resolución Individual Pre,18.0,F,46,I,C,IC,7,1,0,0.5
335,Resolución Individual Pre,18.0,F,46,I,I,II,8,0,1,0.5
336,Grupal entre sujetos,18.0,F,46,V,C,VC,1,1,1,0.25
336,Grupal entre sujetos,18.0,F,46,V,I,VI,2,1,1,0.25
336,Grupal entre sujetos,18.0,F,46,I,C,IC,3,0,1,0.25
336,Grupal entre sujetos,18.0,F,46,I,I,II,4,0,1,0.25
336,Grupal entre sujetos,18.0,F,46,V,C,VC,5,1,1,0.25
336,Grupal entre sujetos,18.0,F,46,V,I,VI,6,1,1,0.25
336,Grupal entre sujetos,18.0,F,46,I,C,IC,7,1,0,0.25
336,Grupal entre sujetos,18.0,F,46,I,I,II,8,0,1,0.25
336,Resolución Individual Post,18.0,F,46,V,C,VC,1,1,1,0.0
336,Resolución Individual Post,18.0,F,46,V,I,VI,2,1,1,0.0
336,Resolución Individual Post,18.0,F,46,I,C,IC,3,0,1,0.0
336,Resolución Individual Post,18.0,F,46,I,I,II,4,1,0,0.0
336,Resolución Individual Post,18.0,F,46,V,C,VC,5,1,1,0.0
336,Resolución Individual Post,18.0,F,46,V,I,VI,6,1,1,0.0
336,Resolución Individual Post,18.0,F,46,I,C,IC,7,1,0,0.0
336,Resolución Individual Post,18.0,F,46,I,I,II,8,0,1,0.0
336,Resolución Individual Pre,18.0,F,46,V,C,VC,1,1,1,0.25
336,Resolución Individual Pre,18.0,F,46,V,I,VI,2,1,1,0.25
336,Resolución Individual Pre,18.0,F,46,I,C,IC,3,0,1,0.25
336,Resolución Individual Pre,18.0,F,46,I,I,II,4,0,1,0.25
336,Resolución Individual Pre,18.0,F,46,V,C,VC,5,1,1,0.25
336,Resolución Individual Pre,18.0,F,46,V,I,VI,6,1,1,0.25
336,Resolución Individual Pre,18.0,F,46,I,C,IC,7,1,0,0.25
336,Resolución Individual Pre,18.0,F,46,I,I,II,8,0,1,0.25
337,Grupal entre sujetos,20.0,F,46,V,C,VC,1,1,1,0.25
337,Grupal entre sujetos,20.0,F,46,V,I,VI,2,1,1,0.25
337,Grupal entre sujetos,20.0,F,46,I,C,IC,3,0,1,0.25
337,Grupal entre sujetos,20.0,F,46,I,I,II,4,0,1,0.25
337,Grupal entre sujetos,20.0,F,46,V,C,VC,5,1,1,0.25
337,Grupal entre sujetos,20.0,F,46,V,I,VI,6,1,1,0.25
337,Grupal entre sujetos,20.0,F,46,I,C,IC,7,1,0,0.25
337,Grupal entre sujetos,20.0,F,46,I,I,II,8,0,1,0.25
337,Resolución Individual Post,20.0,F,46,V,C,VC,1,1,1,0.25
337,Resolución Individual Post,20.0,F,46,V,I,VI,2,1,1,0.25
337,Resolución Individual Post,20.0,F,46,I,C,IC,3,0,1,0.25
